MUNICIPIO,POTÊNCIA,N_MOD,PESO_TOTAL,VIDRO,ALUMÍNIO,EVA,SILÍCIO,POLÍMERO,CABOS (Cu e Polimeros),CONDUTOR AL (Interno),CONDUTOR CU (Interno),CHUMBO E ESTANHO,PRATA,SISTEMAS,LATITUDE,LONGITUDE
Rialma,"2.555,00","4.723,00",141.72,99.2,25.51,7.23,5.17,2.13,1.42,0.75,0.16,0.08,0.08,203,-15.3145,-49.5814
Rianápolis,"693,00","1.792,00",44.79,31.35,8.06,2.28,1.63,0.67,0.45,0.24,0.05,0.02,0.02,62,-15.4456,-49.5114
Ribamar Fiquene,"914,00","1.537,00",48.52,33.97,8.73,2.47,1.77,0.73,0.49,0.26,0.05,0.03,0.03,61,-5.93067,-47.3888
Ribas do Rio Pardo,"6.514,00","11.628,00",356.53,249.57,64.18,18.18,13.01,5.35,3.57,1.89,0.39,0.19,0.19,413,-20.4445,-53.7588
Ribeira,"56,00","84,00",2.88,2.01,0.52,0.15,0.1,0.04,0.03,0.02,0.0,0.0,0.0,4,-24.6517,-49.0044
Ribeira do Amparo,"410,00","724,00",21.57,15.1,3.88,1.1,0.79,0.32,0.22,0.11,0.02,0.01,0.01,53,-11.0421,-38.4242
Ribeira do Piauí,"80,00","125,00",4.09,2.86,0.74,0.21,0.15,0.06,0.04,0.02,0.0,0.0,0.0,17,-7.69028,-42.7128
Ribeira do Pombal,"6.061,00","14.131,00",374.91,262.44,67.48,19.12,13.68,5.62,3.75,1.99,0.41,0.2,0.2,699,-10.8373,-38.5382
Ribeiro Gonçalves,"1.191,00","1.808,00",61.05,42.74,10.99,3.11,2.23,0.92,0.61,0.32,0.07,0.03,0.03,35,-7.55651,-45.2447
Ribeirão,"3.773,00","6.236,00",193.87,135.71,34.9,9.89,7.08,2.91,1.94,1.03,0.21,0.1,0.1,112,-8.50957,-35.3698
Ribeirão Bonito,"2.656,00","4.643,00",144.03,100.82,25.92,7.35,5.26,2.16,1.44,0.76,0.16,0.08,0.08,132,-22.0685,-48.182
Ribeirão Branco,"534,00","785,00",27.02,18.92,4.86,1.38,0.99,0.41,0.27,0.14,0.03,0.01,0.01,68,-24.2206,-48.7635
Ribeirão Cascalheira,"6.806,00","10.923,00",368.59,258.01,66.35,18.8,13.45,5.53,3.69,1.95,0.41,0.2,0.2,129,-12.9367,-51.8244
Ribeirão Claro,"2.311,00","5.672,00",147.59,103.31,26.57,7.53,5.39,2.21,1.48,0.78,0.16,0.08,0.08,147,-23.1941,-49.7597
Ribeirão Corrente,"1.904,00","3.574,00",107.42,75.19,19.34,5.48,3.92,1.61,1.07,0.57,0.12,0.06,0.06,76,-20.4579,-47.5904
Ribeirão Grande,"224,00","456,00",13.22,9.26,2.38,0.67,0.48,0.2,0.13,0.07,0.01,0.01,0.01,16,-24.1011,-48.3679
Ribeirão Pires,"1.928,00","3.345,00",105.42,73.79,18.98,5.38,3.85,1.58,1.05,0.56,0.12,0.06,0.06,352,-23.7067,-46.4058
Ribeirão Preto,"89.215,00","297.760,00",6789.77,4752.84,1222.16,346.28,247.83,101.85,67.9,35.99,7.47,3.6,3.6,9965,-21.1699,-47.8099
Ribeirão Vermelho,"427,00","765,00",22.83,15.98,4.11,1.16,0.83,0.34,0.23,0.12,0.03,0.01,0.01,55,-21.1879,-45.0637
Ribeirão das Neves,"9.273,00","18.762,00",537.45,376.22,96.74,27.41,19.62,8.06,5.37,2.85,0.59,0.28,0.28,739,-19.7621,-44.0844
Ribeirão do Largo,"85,00","128,00",4.28,3.0,0.77,0.22,0.16,0.06,0.04,0.02,0.0,0.0,0.0,8,-15.4508,-40.7441
Ribeirão do Pinhal,"1.887,00","3.203,00",101.03,70.72,18.18,5.15,3.69,1.52,1.01,0.54,0.11,0.05,0.05,100,-23.4091,-50.3601
Ribeirão do Sul,"739,00","1.625,00",44.52,31.17,8.01,2.27,1.63,0.67,0.45,0.24,0.05,0.02,0.02,54,-22.789,-49.933
Ribeirão dos Índios,"479,00","761,00",25.25,17.68,4.55,1.29,0.92,0.38,0.25,0.13,0.03,0.01,0.01,69,-21.8382,-51.6103
Ribeirãozinho,"566,00","1.040,00",31.32,21.93,5.64,1.6,1.14,0.47,0.31,0.17,0.03,0.02,0.02,71,-16.4856,-52.6924
Ribeirópolis,"812,00","1.440,00",44.38,31.06,7.99,2.26,1.62,0.67,0.44,0.24,0.05,0.02,0.02,55,-10.5357,-37.438
Rifaina,"1.644,00","3.076,00",92.76,64.94,16.7,4.73,3.39,1.39,0.93,0.49,0.1,0.05,0.05,131,-20.0803,-47.4291
Rincão,"1.199,00","2.099,00",65.43,45.8,11.78,3.34,2.39,0.98,0.65,0.35,0.07,0.03,0.03,140,-21.5894,-48.0728
Rinópolis,"1.743,00","3.977,00",109.56,76.69,19.72,5.59,4.0,1.64,1.1,0.58,0.12,0.06,0.06,218,-21.7284,-50.7239
Rio Acima,"889,00","1.850,00",52.21,36.55,9.4,2.66,1.91,0.78,0.52,0.28,0.06,0.03,0.03,135,-20.0876,-43.7878
Rio Azul,"2.483,00","5.081,00",144.89,101.42,26.08,7.39,5.29,2.17,1.45,0.77,0.16,0.08,0.08,225,-25.7306,-50.7985
Rio Bananal,"6.190,00","10.149,00",330.59,231.41,59.51,16.86,12.07,4.96,3.31,1.75,0.36,0.18,0.18,493,-19.2719,-40.3366
Rio Bom,"952,00","1.770,00",52.93,37.05,9.53,2.7,1.93,0.79,0.53,0.28,0.06,0.03,0.03,38,-23.7606,-51.4122
Rio Bonito,"5.790,00","12.177,00",343.8,240.66,61.88,17.53,12.55,5.16,3.44,1.82,0.38,0.18,0.18,683,-22.7181,-42.6276
Rio Bonito do Iguaçu,"1.383,00","2.464,00",76.33,53.43,13.74,3.89,2.79,1.14,0.76,0.4,0.08,0.04,0.04,135,-25.4874,-52.5292
Rio Branco,"45.152,00","83.096,00",2494.42,1746.1,449.0,127.22,91.05,37.42,24.94,13.22,2.74,1.32,1.32,4085,-9.97499,-67.8243
Rio Branco do Ivaí,"320,00","775,00",20.52,14.36,3.69,1.05,0.75,0.31,0.21,0.11,0.02,0.01,0.01,20,-24.3244,-51.3187
Rio Branco do Sul,"866,00","1.317,00",45.75,32.02,8.24,2.33,1.67,0.69,0.46,0.24,0.05,0.02,0.02,53,-25.1892,-49.3115
Rio Brilhante,"11.313,00","23.911,00",670.85,469.6,120.75,34.21,24.49,10.06,6.71,3.56,0.74,0.36,0.36,1069,-21.8033,-54.5427
Rio Casca,"1.554,00","2.937,00",85.99,60.19,15.48,4.39,3.14,1.29,0.86,0.46,0.09,0.05,0.05,116,-20.2285,-42.6462
Rio Claro,"18.466,00","63.247,00",1404.61,983.23,252.83,71.64,51.27,21.07,14.05,7.44,1.55,0.74,0.74,1998,-22.72,-44.1419
Rio Crespo,"996,00","1.562,00",52.16,36.51,9.39,2.66,1.9,0.78,0.52,0.28,0.06,0.03,0.03,57,-9.69965,-62.9011
Rio Doce,"44,00","69,00",2.35,1.64,0.42,0.12,0.09,0.04,0.02,0.01,0.0,0.0,0.0,3,-20.2412,-42.8995
Rio Espera,"216,00","342,00",10.97,7.68,1.97,0.56,0.4,0.16,0.11,0.06,0.01,0.01,0.01,28,-20.855,-43.4721
Rio Formoso,"568,00","890,00",28.98,20.29,5.22,1.48,1.06,0.43,0.29,0.15,0.03,0.02,0.02,45,-8.6592,-35.1532
Rio Fortuna,"4.346,00","7.825,00",238.06,166.64,42.85,12.14,8.69,3.57,2.38,1.26,0.26,0.13,0.13,212,-28.1244,-49.1068
Rio Grande,"12.953,00","22.960,00",711.46,498.02,128.06,36.28,25.97,10.67,7.11,3.77,0.78,0.38,0.38,1906,-32.0349,-52.1071
Rio Grande da Serra,"364,00","558,00",19.02,13.31,3.42,0.97,0.69,0.29,0.19,0.1,0.02,0.01,0.01,58,-23.7437,-46.3971
Rio Grande do Piauí,"364,00","1.015,00",24.57,17.2,4.42,1.25,0.9,0.37,0.25,0.13,0.03,0.01,0.01,46,-7.78029,-43.1369
Rio Largo,"6.535,00","10.432,00",340.55,238.39,61.3,17.37,12.43,5.11,3.41,1.8,0.37,0.18,0.18,386,-9.47783,-35.8394
Rio Manso,"2.073,00","4.035,00",116.66,81.66,21.0,5.95,4.26,1.75,1.17,0.62,0.13,0.06,0.06,107,-20.2666,-44.3069
Rio Maria,"3.304,00","6.491,00",188.67,132.07,33.96,9.62,6.89,2.83,1.89,1.0,0.21,0.1,0.1,262,-7.31236,-50.0379
Rio Negrinho,"2.386,00","7.113,00",164.72,115.3,29.65,8.4,6.01,2.47,1.65,0.87,0.18,0.09,0.09,165,-26.2591,-49.5177
Rio Negro,"2.982,00","5.210,00",161.54,113.08,29.08,8.24,5.9,2.42,1.62,0.86,0.18,0.09,0.09,247,-19.447,-54.9859
Rio Novo,"1.082,00","2.266,00",63.85,44.7,11.49,3.26,2.33,0.96,0.64,0.34,0.07,0.03,0.03,109,-21.4649,-43.1168
Rio Novo do Sul,"1.470,00","2.840,00",83.52,58.46,15.03,4.26,3.05,1.25,0.84,0.44,0.09,0.04,0.04,125,-20.8556,-40.9388
Rio Paranaíba,"11.931,00","20.690,00",627.86,439.5,113.01,32.02,22.92,9.42,6.28,3.33,0.69,0.33,0.33,164,-19.1861,-46.2455
Rio Pardo,"6.403,00","12.546,00",363.83,254.68,65.49,18.56,13.28,5.46,3.64,1.93,0.4,0.19,0.19,671,-29.988,-52.3711
Rio Pardo de Minas,"1.493,00","3.712,00",96.96,67.87,17.45,4.94,3.54,1.45,0.97,0.51,0.11,0.05,0.05,112,-15.616,-42.5405
Rio Piracicaba,"847,00","1.612,00",47.24,33.07,8.5,2.41,1.72,0.71,0.47,0.25,0.05,0.03,0.03,105,-19.9284,-43.1829
Rio Pomba,"3.484,00","5.953,00",188.12,131.69,33.86,9.59,6.87,2.82,1.88,1.0,0.21,0.1,0.1,371,-21.2712,-43.1696
Rio Preto,"1.474,00","3.695,00",88.11,61.68,15.86,4.49,3.22,1.32,0.88,0.47,0.1,0.05,0.05,58,-22.0861,-43.8293
Rio Preto da Eva,"355,00","554,00",18.53,12.97,3.34,0.94,0.68,0.28,0.19,0.1,0.02,0.01,0.01,16,-2.7045,-59.6858
Rio Quente,"2.452,00","5.868,00",151.15,105.8,27.21,7.71,5.52,2.27,1.51,0.8,0.17,0.08,0.08,105,-17.774,-48.7725
Rio Real,"767,00","1.223,00",39.7,27.79,7.15,2.02,1.45,0.6,0.4,0.21,0.04,0.02,0.02,95,-11.4814,-37.9332
Rio Rufino,"24,00","43,00",1.29,0.9,0.23,0.07,0.05,0.02,0.01,0.01,0.0,0.0,0.0,2,-27.8592,-49.7754
Rio Sono,"226,00","346,00",11.83,8.28,2.13,0.6,0.43,0.18,0.12,0.06,0.01,0.01,0.01,21,-9.35002,-47.888
Rio Tinto,"1.482,00","2.793,00",83.39,58.37,15.01,4.25,3.04,1.25,0.83,0.44,0.09,0.04,0.04,144,-6.80383,-35.0776
Rio Verde,"56.823,00","166.048,00",4170.38,2919.26,750.67,212.69,152.22,62.56,41.7,22.1,4.59,2.21,2.21,4127,-17.7923,-50.9192
Rio Verde de Mato Grosso,"5.015,00","9.881,00",288.42,201.89,51.92,14.71,10.53,4.33,2.88,1.53,0.32,0.15,0.15,491,-18.9249,-54.8434
Rio Vermelho,"455,00","858,00",26.1,18.27,4.7,1.33,0.95,0.39,0.26,0.14,0.03,0.01,0.01,33,-18.2922,-43.0018
Rio da Conceição,"131,00","193,00",6.61,4.63,1.19,0.34,0.24,0.1,0.07,0.04,0.01,0.0,0.0,13,-11.3949,-46.8847
Rio das Antas,"2.217,00","6.203,00",143.69,100.58,25.86,7.33,5.24,2.16,1.44,0.76,0.16,0.08,0.08,59,-26.8946,-51.0674
Rio das Flores,"3.695,00","8.116,00",221.32,154.92,39.84,11.29,8.08,3.32,2.21,1.17,0.24,0.12,0.12,45,-22.1692,-43.5856
Rio das Ostras,"19.081,00","58.066,00",1345.93,942.15,242.27,68.64,49.13,20.19,13.46,7.13,1.48,0.71,0.71,2945,-22.5174,-41.9475
Rio das Pedras,"3.672,00","7.342,00",202.5,141.75,36.45,10.33,7.39,3.04,2.02,1.07,0.22,0.11,0.11,298,-22.8417,-47.6047
Rio de Contas,"1.331,00","2.385,00",73.0,51.1,13.14,3.72,2.66,1.1,0.73,0.39,0.08,0.04,0.04,156,-13.5852,-41.8048
Rio de Janeiro,"204.446,00","500.164,00",13219.25,9253.47,2379.46,674.18,482.5,198.29,132.19,70.06,14.54,7.01,7.01,21261,-22.9129,-43.2003
Rio do Antônio,"797,00","1.822,00",46.84,32.79,8.43,2.39,1.71,0.7,0.47,0.25,0.05,0.02,0.02,118,-14.4071,-42.0721
Rio do Campo,"1.291,00","3.852,00",89.47,62.63,16.11,4.56,3.27,1.34,0.89,0.47,0.1,0.05,0.05,105,-26.9452,-50.136
Rio do Fogo,"757,00","1.281,00",40.32,28.23,7.26,2.06,1.47,0.6,0.4,0.21,0.04,0.02,0.02,107,-5.2765,-35.3794
Rio do Oeste,"969,00","2.984,00",69.01,48.31,12.42,3.52,2.52,1.04,0.69,0.37,0.08,0.04,0.04,68,-27.1952,-49.7989
Rio do Pires,"845,00","1.362,00",43.53,30.47,7.83,2.22,1.59,0.65,0.44,0.23,0.05,0.02,0.02,132,-13.1185,-42.2902
Rio do Prado,"379,00","578,00",19.34,13.53,3.48,0.99,0.71,0.29,0.19,0.1,0.02,0.01,0.01,28,-16.6056,-40.5714
Rio do Sul,"5.364,00","15.254,00",362.14,253.5,65.19,18.47,13.22,5.43,3.62,1.92,0.4,0.19,0.19,439,-27.2156,-49.643
Rio dos Bois,"74,00","113,00",3.81,2.67,0.69,0.19,0.14,0.06,0.04,0.02,0.0,0.0,0.0,9,-9.34425,-48.5245
Rio dos Cedros,"577,00","994,00",29.68,20.77,5.34,1.51,1.08,0.45,0.3,0.16,0.03,0.02,0.02,55,-26.7398,-49.2718
Rio dos Índios,"649,00","1.143,00",35.34,24.74,6.36,1.8,1.29,0.53,0.35,0.19,0.04,0.02,0.02,77,-27.2973,-52.8417
Riolândia,"2.902,00","4.850,00",157.64,110.35,28.37,8.04,5.75,2.36,1.58,0.84,0.17,0.08,0.08,139,-19.9868,-49.6836
Riozinho,"1.035,00","2.168,00",62.13,43.49,11.18,3.17,2.27,0.93,0.62,0.33,0.07,0.03,0.03,133,-29.639,-50.4488
Riqueza,"724,00","1.782,00",44.82,31.37,8.07,2.29,1.64,0.67,0.45,0.24,0.05,0.02,0.02,60,-27.0653,-53.3265
Ritápolis,"722,00","1.373,00",40.99,28.7,7.38,2.09,1.5,0.61,0.41,0.22,0.05,0.02,0.02,77,-21.0276,-44.3204
Riversul,"580,00","986,00",31.27,21.89,5.63,1.59,1.14,0.47,0.31,0.17,0.03,0.02,0.02,36,-23.829,-49.429
Roca Sales,"3.390,00","6.638,00",195.6,136.92,35.21,9.98,7.14,2.93,1.96,1.04,0.22,0.1,0.1,386,-29.2884,-51.8658
Rochedo,"2.133,00","3.553,00",113.91,79.74,20.5,5.81,4.16,1.71,1.14,0.6,0.13,0.06,0.06,184,-19.9565,-54.8848
Rochedo de Minas,"99,00","250,00",6.28,4.39,1.13,0.32,0.23,0.09,0.06,0.03,0.01,0.0,0.0,11,-21.6284,-43.0165
Rodeio,"1.435,00","3.833,00",93.92,65.74,16.91,4.79,3.43,1.41,0.94,0.5,0.1,0.05,0.05,158,-26.9243,-49.3649
Rodeio Bonito,"2.154,00","3.931,00",119.59,83.71,21.53,6.1,4.36,1.79,1.2,0.63,0.13,0.06,0.06,127,-27.4742,-53.1706
Rodeiro,"2.106,00","4.761,00",129.67,90.77,23.34,6.61,4.73,1.95,1.3,0.69,0.14,0.07,0.07,164,-21.2035,-42.8586
Rodelas,"641,00","1.052,00",33.15,23.2,5.97,1.69,1.21,0.5,0.33,0.18,0.04,0.02,0.02,53,-8.85021,-38.78
Rodolfo Fernandes,"513,00","819,00",26.73,18.71,4.81,1.36,0.98,0.4,0.27,0.14,0.03,0.01,0.01,63,-5.78393,-38.0579
Rodrigues Alves,"134,00","191,00",6.68,4.68,1.2,0.34,0.24,0.1,0.07,0.04,0.01,0.0,0.0,11,-7.73864,-72.661
Rolador,"916,00","1.409,00",47.36,33.15,8.53,2.42,1.73,0.71,0.47,0.25,0.05,0.03,0.03,129,-28.2566,-54.8186
Rolante,"8.711,00","17.518,00",505.14,353.6,90.93,25.76,18.44,7.58,5.05,2.68,0.56,0.27,0.27,1118,-29.6462,-50.5819
Rolim de Moura,"8.836,00","16.706,00",488.45,341.91,87.92,24.91,17.83,7.33,4.88,2.59,0.54,0.26,0.26,658,-11.7271,-61.7714
Rolândia,"14.006,00","28.283,00",819.67,573.77,147.54,41.8,29.92,12.3,8.2,4.34,0.9,0.43,0.43,1110,-23.3101,-51.3659
Romaria,"1.224,00","2.053,00",65.11,45.58,11.72,3.32,2.38,0.98,0.65,0.35,0.07,0.03,0.03,69,-18.8838,-47.5782
Romelândia,"467,00","1.212,00",29.44,20.61,5.3,1.5,1.07,0.44,0.29,0.16,0.03,0.02,0.02,50,-26.6809,-53.3172
Roncador,"2.528,00","4.318,00",136.86,95.8,24.64,6.98,5.0,2.05,1.37,0.73,0.15,0.07,0.07,152,-24.5958,-52.2716
Ronda Alta,"3.590,00","7.351,00",210.77,147.54,37.94,10.75,7.69,3.16,2.11,1.12,0.23,0.11,0.11,406,-27.7758,-52.8056
Rondinha,"3.439,00","6.519,00",192.94,135.06,34.73,9.84,7.04,2.89,1.93,1.02,0.21,0.1,0.1,341,-27.8315,-52.9081
Rondolândia,"462,00","750,00",23.34,16.34,4.2,1.19,0.85,0.35,0.23,0.12,0.03,0.01,0.01,23,-10.8376,-61.4697
Rondon,"2.820,00","4.828,00",153.22,107.26,27.58,7.81,5.59,2.3,1.53,0.81,0.17,0.08,0.08,195,-23.412,-52.7659
Rondon do Pará,"6.797,00","11.975,00",373.87,261.71,67.3,19.07,13.65,5.61,3.74,1.98,0.41,0.2,0.2,592,-4.77793,-48.067
Rondonópolis,"82.708,00","164.511,00",4762.04,3333.43,857.17,242.86,173.81,71.43,47.62,25.24,5.24,2.52,2.52,8701,-16.4673,-54.6372
Roque Gonzales,"3.128,00","5.968,00",177.26,124.08,31.91,9.04,6.47,2.66,1.77,0.94,0.19,0.09,0.09,434,-28.1297,-55.0266
Rorainópolis,"243,00","377,00",12.55,8.78,2.26,0.64,0.46,0.19,0.13,0.07,0.01,0.01,0.01,17,0.939956,-60.4389
Rosana,"3.589,00","6.914,00",204.32,143.02,36.78,10.42,7.46,3.06,2.04,1.08,0.22,0.11,0.11,538,-22.5782,-53.0603
Roseira,"5.405,00","8.231,00",286.42,200.5,51.56,14.61,10.45,4.3,2.86,1.52,0.32,0.15,0.15,39,-22.8938,-45.307
Rosário,"5.621,00","14.350,00",351.6,246.12,63.29,17.93,12.83,5.27,3.52,1.86,0.39,0.19,0.19,82,-2.93444,-44.2531
Rosário Oeste,"5.159,00","9.364,00",277.59,194.31,49.97,14.16,10.13,4.16,2.78,1.47,0.31,0.15,0.15,212,-14.8259,-56.4236
Rosário da Limeira,"196,00","377,00",10.84,7.59,1.95,0.55,0.4,0.16,0.11,0.06,0.01,0.01,0.01,27,-20.9812,-42.5112
Rosário do Catete,"208,00","357,00",11.22,7.85,2.02,0.57,0.41,0.17,0.11,0.06,0.01,0.01,0.01,17,-10.6904,-37.0357
Rosário do Ivaí,"629,00","1.265,00",35.48,24.83,6.39,1.81,1.29,0.53,0.35,0.19,0.04,0.02,0.02,59,-24.2682,-51.272
Rosário do Sul,"10.463,00","19.391,00",585.84,410.09,105.45,29.88,21.38,8.79,5.86,3.1,0.64,0.31,0.31,932,-30.2515,-54.9221
Roteiro,"143,00","213,00",7.26,5.08,1.31,0.37,0.26,0.11,0.07,0.04,0.01,0.0,0.0,10,-9.83503,-35.9782
Rubelita,"290,00","609,00",16.85,11.8,3.03,0.86,0.62,0.25,0.17,0.09,0.02,0.01,0.01,26,-16.4053,-42.261
Rubiataba,"2.964,00","5.797,00",168.68,118.08,30.36,8.6,6.16,2.53,1.69,0.89,0.19,0.09,0.09,317,-15.1617,-49.8048
Rubim,"629,00","1.152,00",35.24,24.67,6.34,1.8,1.29,0.53,0.35,0.19,0.04,0.02,0.02,65,-16.3775,-40.5397
Rubinéia,"1.747,00","3.168,00",96.75,67.72,17.42,4.93,3.53,1.45,0.97,0.51,0.11,0.05,0.05,218,-20.1759,-51.007
Rubiácea,"621,00","957,00",31.9,22.33,5.74,1.63,1.16,0.48,0.32,0.17,0.04,0.02,0.02,68,-21.3006,-50.7296
Rurópolis,"1.625,00","2.995,00",90.17,63.12,16.23,4.6,3.29,1.35,0.9,0.48,0.1,0.05,0.05,149,-4.10028,-54.9092
Russas,"17.114,00","53.220,00",1227.57,859.3,220.96,62.61,44.81,18.41,12.28,6.51,1.35,0.65,0.65,930,-4.92673,-37.9721
Ruy Barbosa,"35.323,00","50.478,00",1764.24,1234.97,317.56,89.98,64.39,26.46,17.64,9.35,1.94,0.94,0.94,3313,-12.2816,-40.4931
Sabará,"8.598,00","15.484,00",457.45,320.22,82.34,23.33,16.7,6.86,4.57,2.42,0.5,0.24,0.24,436,-19.884,-43.8263
Sabino,"896,00","1.637,00",49.77,34.84,8.96,2.54,1.82,0.75,0.5,0.26,0.05,0.03,0.03,88,-21.4593,-49.5755
Sabinópolis,"1.146,00","2.341,00",67.12,46.98,12.08,3.42,2.45,1.01,0.67,0.36,0.07,0.04,0.04,77,-18.6653,-43.0752
Saboeiro,"259,00","477,00",14.28,10.0,2.57,0.73,0.52,0.21,0.14,0.08,0.02,0.01,0.01,42,-6.5346,-39.9017
Sabáudia,"3.186,00","6.090,00",177.91,124.54,32.02,9.07,6.49,2.67,1.78,0.94,0.2,0.09,0.09,220,-23.3155,-51.555
Sacramento,"12.889,00","24.400,00",734.41,514.09,132.19,37.45,26.81,11.02,7.34,3.89,0.81,0.39,0.39,585,-19.8622,-47.4508
Sagrada Família,"686,00","1.439,00",39.73,27.81,7.15,2.03,1.45,0.6,0.4,0.21,0.04,0.02,0.02,74,-27.7085,-53.1351
Sagres,"265,00","450,00",14.12,9.89,2.54,0.72,0.52,0.21,0.14,0.07,0.02,0.01,0.01,35,-21.8823,-50.9594
Sairé,"2.709,00","4.200,00",140.79,98.56,25.34,7.18,5.14,2.11,1.41,0.75,0.15,0.07,0.07,160,-8.32864,-35.6967
Saldanha Marinho,"912,00","1.795,00",52.62,36.84,9.47,2.68,1.92,0.79,0.53,0.28,0.06,0.03,0.03,114,-28.3941,-53.097
Sales,"1.940,00","3.579,00",108.6,76.02,19.55,5.54,3.96,1.63,1.09,0.58,0.12,0.06,0.06,241,-21.3427,-49.4897
Sales Oliveira,"2.843,00","6.529,00",175.2,122.64,31.54,8.94,6.39,2.63,1.75,0.93,0.19,0.09,0.09,227,-20.7696,-47.8369
Salesópolis,"1.422,00","2.809,00",82.13,57.49,14.78,4.19,3.0,1.23,0.82,0.44,0.09,0.04,0.04,77,-23.5288,-45.8465
Salete,"1.112,00","2.776,00",69.97,48.98,12.59,3.57,2.55,1.05,0.7,0.37,0.08,0.04,0.04,82,-26.9798,-49.9988
Salgadinho,"260,00","422,00",13.61,9.53,2.45,0.69,0.5,0.2,0.14,0.07,0.01,0.01,0.01,20,-7.10098,-36.8458
Salgado,"856,00","1.398,00",44.38,31.06,7.99,2.26,1.62,0.67,0.44,0.24,0.05,0.02,0.02,72,-11.0288,-37.4804
Salgado Filho,"1.455,00","2.476,00",78.39,54.87,14.11,4.0,2.86,1.18,0.78,0.42,0.09,0.04,0.04,114,-26.1777,-53.3631
Salgado de São Félix,"412,00","684,00",21.7,15.19,3.91,1.11,0.79,0.33,0.22,0.12,0.02,0.01,0.01,16,-7.35337,-35.4305
Salgueiro,"6.754,00","12.499,00",375.76,263.03,67.64,19.16,13.72,5.64,3.76,1.99,0.41,0.2,0.2,842,-8.07373,-39.1247
Salinas,"11.997,00","23.879,00",697.41,488.19,125.53,35.57,25.46,10.46,6.97,3.7,0.77,0.37,0.37,791,-16.1753,-42.2964
Salinas da Margarida,"491,00","857,00",26.54,18.58,4.78,1.35,0.97,0.4,0.27,0.14,0.03,0.01,0.01,53,-12.873,-38.7562
Salinópolis,"9.103,00","20.184,00",607.52,425.26,109.35,30.98,22.17,9.11,6.08,3.22,0.67,0.32,0.32,655,-0.630815,-47.3465
Salitre,"469,00","1.000,00",27.64,19.35,4.98,1.41,1.01,0.41,0.28,0.15,0.03,0.01,0.01,42,-7.28398,-40.45
Salmourão,"655,00","1.371,00",37.5,26.25,6.75,1.91,1.37,0.56,0.38,0.2,0.04,0.02,0.02,152,-21.6267,-50.8614
Saloá,"629,00","947,00",32.36,22.65,5.82,1.65,1.18,0.49,0.32,0.17,0.04,0.02,0.02,34,-8.9723,-36.691
Saltinho,"5.795,00","10.536,00",326.9,228.83,58.84,16.67,11.93,4.9,3.27,1.73,0.36,0.17,0.17,248,-26.6049,-53.0578
Salto,"9.935,00","26.661,00",651.82,456.27,117.33,33.24,23.79,9.78,6.52,3.45,0.72,0.35,0.35,1378,-23.1996,-47.2931
Salto Grande,"1.356,00","3.408,00",88.27,61.79,15.89,4.5,3.22,1.32,0.88,0.47,0.1,0.05,0.05,108,-22.8894,-49.9831
Salto Veloso,"932,00","2.172,00",54.57,38.2,9.82,2.78,1.99,0.82,0.55,0.29,0.06,0.03,0.03,56,-26.903,-51.4043
Salto da Divisa,"841,00","1.326,00",44.47,31.13,8.0,2.27,1.62,0.67,0.44,0.24,0.05,0.02,0.02,42,-16.0063,-39.9391
Salto de Pirapora,"5.149,00","14.904,00",401.26,280.88,72.23,20.46,14.65,6.02,4.01,2.13,0.44,0.21,0.21,199,-23.6474,-47.5743
Salto do Céu,"742,00","1.365,00",40.21,28.15,7.24,2.05,1.47,0.6,0.4,0.21,0.04,0.02,0.02,107,-15.1303,-58.1317
Salto do Itararé,"550,00","1.029,00",31.42,22.0,5.66,1.6,1.15,0.47,0.31,0.17,0.03,0.02,0.02,32,-23.6074,-49.6354
Salto do Jacuí,"2.481,00","5.319,00",148.52,103.96,26.73,7.57,5.42,2.23,1.49,0.79,0.16,0.08,0.08,347,-29.0951,-53.2133
Salto do Lontra,"6.923,00","13.412,00",394.66,276.26,71.04,20.13,14.41,5.92,3.95,2.09,0.43,0.21,0.21,470,-25.7813,-53.3135
Salvador,"81.230,00","281.875,00",6072.11,4250.47,1092.98,309.68,221.63,91.08,60.72,32.18,6.68,3.22,3.22,8202,-12.9718,-38.5011
Salvador das Missões,"2.564,00","4.775,00",143.27,100.29,25.79,7.31,5.23,2.15,1.43,0.76,0.16,0.08,0.08,353,-28.1233,-54.8373
Salvador do Sul,"1.819,00","3.567,00",104.16,72.91,18.75,5.31,3.8,1.56,1.04,0.55,0.11,0.06,0.06,140,-29.4386,-51.5077
Salvaterra,"546,00","854,00",28.49,19.94,5.13,1.45,1.04,0.43,0.28,0.15,0.03,0.02,0.02,53,-0.758444,-48.5139
Sambaíba,"1.249,00","1.959,00",66.81,46.77,12.03,3.41,2.44,1.0,0.67,0.35,0.07,0.04,0.04,16,-7.13447,-45.3515
Sampaio,"134,00","203,00",6.82,4.77,1.23,0.35,0.25,0.1,0.07,0.04,0.01,0.0,0.0,18,-5.35423,-47.8782
Sananduva,"5.756,00","12.140,00",342.14,239.5,61.58,17.45,12.49,5.13,3.42,1.81,0.38,0.18,0.18,627,-27.947,-51.8079
Sanclerlândia,"2.893,00","5.921,00",169.36,118.55,30.49,8.64,6.18,2.54,1.69,0.9,0.19,0.09,0.09,249,-16.197,-50.3124
Sandolândia,"457,00","708,00",23.71,16.6,4.27,1.21,0.87,0.36,0.24,0.13,0.03,0.01,0.01,50,-12.538,-49.9242
